match,count
"SVC(kernel='linear', C=1).fit(X_train, y_train)
",5
"SVC(kernel='linear') ",5
"SVC(decision_function_shape='ovo')
",5
"SVC(kernel='linear', shrinking=False, C=1)
",5
"SVC(kernel=""linear"", C=1.)
",5
"SVC(), algorithm=""SAMME"")
",5
"SVC(gamma=.2)
",5
"SVC(kernel = 'rbf', gamma=self.gamma_value, C=self.c_value)
",5
"SVC(C=2.0,gamma=0.5)
",5
"SVC(kernel=kernel, gamma=10)
",5
"SVC(**kwargs)
",5
"SVC(kernel=kernel)
",5
"SVC(C=1)
",5
"SVC(kernel=kernel, C=C)
",5
"SVC(C=1.0, kernel='linear')
",5
"SVC(kernel='rbf', probability=True)
",5
"SVC(C=496.6,gamma=0.00767,probability=True, cache_size=7000)
",4
"SVC(C=1.0,gamma=0.0955,probability=True, cache_size=7000)
",4
"SVC(kernel='rbf', gamma=gamma, C=C)
",4
"SVC(kernel='precomputed', shrinking=False, C=1)
",4
"SVC(), require_dense=[False, True])
",4
"SVC(C=c,probability=True, class_weight='auto',kernel='linear') ",4
"SVC(kernel='linear', probability=True))
",4
"SVC(kernel='linear',C=C)
",4
"SVC(kernel='linear', C = 1.0)
",4
"SVC(kernel=arc_cosine)
",4
"SVC (Support Vector Classification)
",4
"SVC(kernel=""linear"", C=C))
",4
"SVC(C=1,kernel='rbf',gamma=0.001) ",4
"SVC(kernel='linear'), param_grid,n_jobs=-1)
",4
"SVC(), param_grid=param_grid)
",4
"SVC(gamma=0.001, C=100)
",4
"SVC(C=10000, gamma=0.75), feature, 500)
",4
"SVC(kernel='linear', C=C).fit(train_feats_fc7[:,:500], train_labels)
",4
"SVC(C=cost, gamma=gamma, class_weight='auto')
",4
"SVC(kernel='linear', C=100)
",4
"SVC(kernel='linear', C=1, probability=True)
",4
"SVC(*args, **kwargs)
",4
"SVC(random_state=self.random_state, **self.kwargs)
",4
"SVC(C=1.0, kernel='rbf', degree=3, gamma=0.0, coef0=0.0, shrinking=True, probability=True, tol=0.001, cache_size=200, class_weight=None, verbose=False, max_iter=-1, random_state=None)
",4
"SVC(probability=False)
",4
"SVC(C=1., gamma=0.001, kernel='rbf', random_state=0)
",4
"SVC(kernel='rbf', C=C).fit(X, y)
",4
"SVC(kernel='poly', degree=2, C=1000000), feature, 500)
",3
"SVC(kernel=""linear"", C=0.025)
",3
"SVC(kernel='linear', C=C).fit(X, Y)
",3
"SVC(gamma=2, C=1)
",3
"SVC( kernel = 'linear')
",3
"SVC(C = Cparam, kernel = 'linear',  probability = True) ",3
"SVC(kernel=""precomputed"")
",3
"SVC(C = 1, kernel = 'linear', class_weight = 'auto')
",3
"SVC(kernel='rbf',C=c, gamma=g).fit(train, train_Label)
",3
"SVC(kernel=my_kernel)
",3
"SVC(kernel=kernel).fit(Xtrain, ytrain)
",3
"SVC(C=0.02, kernel='linear', probability=True)
",3
"SVC(C=C, kernel=kernel)
",3
"SVC(gamma = 0.001, C= 100.)
",3
"SVC(kernel='precomputed', shrinking=False, C=10)
",3
"SVC()).fit(X_train, sparse(Y_train))
",3
"SVC(kernel='rbf' ,probability=True, max_iter=100000)
",3
"SVC(C=C, kernel=kernel, degree=degree, gamma=gamma, coef0=coef0, shrinking=shrinking, probability=probability, tol=tol, cache_size=cache_size, class_weight=class_weight, verbose=verbose, max_iter=max_iter, decision_function_shape=decision_function_shape, random_state=random_state)
",3
"SVC(C = svmDef.Cfactor, decision_function_shape = 'ovr', probability=True)
",3
"SVC(kernel = 'linear')
",3
"SVC(C=C, kernel='rbf', gamma=gamma, class_weight='auto')
",3
"SVC(kernel=kernel, gamma=2)
",3
"SVC(kernel='rbf', class_weight='balanced')
",3
"SVC(kernel='linear', C=C, tol=0.00001).fit(X, y)
",3
"SVC(gamma=manual_param['gamma'], C=manual_param['C'])
",3
"SVC(kernel=arc_cosine, cache_size=4096)
",3
"SVC(kernel='poly', degree=2)
",3
"SVC(verbose=False, kernel='linear', probability=False, random_state=0, cache_size=2000, class_weight='auto')
",3
"SVC (Support vector clustering) ",3
"SVC(kernel='poly')
",3
"SVC(kernel = 'linear', C = self._best_parameter_C, tol = 1.0)
",3
"SVC(kernel=""linear"", probability=True)
",3
"SVC(random_state=42)
",3
"SVC(kernel='linear', class_weight='balanced')
",3
"SVC(kernel=paras['svm'][1], C=paras['svm'][0], probability=True)
",3
"SVC(kernel='linear').fit(x, y) ",3
"SVC(C=float(input_dict[""penaltyIn""]), kernel=str(input_dict[""kernelIn""]), degree=int(input_dict[""degIn""]))
",3
"SVC(gamma=gamma, C=C)
",3
"SVC(C= np.inf , kernel=""rbf"", coef0=1, gamma=gama)
",3
"SVC(probability=True), require_dense=[False, True])
",3
"SVC(kernel = 'rbf', random_state = 0)
",3
"SVC(kernel=""rbf"", C=10000)
",3
"SVC(**SVC_parameters)
",3
"SVC(C=C)
",3
"SVC( C = C, gamma = gamma, shrinking = shrinking, probability = probability, verbose = verbose )
",3
"SVC(kernel='linear', probability=True, random_state=0))
",2
"SVC(kernel='linear', C=0.05), N=5)
",2
"SVC(kernel=""linear"", probability=True))
",2
"SVC(random_state=RND_SEED)
",2
"SVC(C=params['C'],cache_size=7000,class_weight=None,coef0=0.0,decision_function_shape=None,degree=3,gamma=params['gamma'],kernel='rbf',max_iter=-1,probability=True,random_state=None,shrinking=True,tol=0.001,verbose=False)
",2
"SVC(kernel='rbf', C=1)
",2
"SVC(kernel = ""linear"")
",2
"SVC(kernel='linear')#, probability=True)
",2
"SVC(kernel='rbf', C=10, verbose=True, tol=1e-5))
",2
"SVC(kernel = 'rbf', probability = True, random_state = 0)
",2
"SVC(kernel = 'linear', random_state = 0)
",2
"SVC(kernel=""rbf"", degree=2, C=1))
",2
"SVC(C=1.0,kernel='linear')
",2
"SVC(decision_function_shape='ovr', kernel = 'rbf')
",2
"SVC(kernel=kernel, max_iter=max_iter).fit(trainingData, trainingLabel)
",2
"SVC(probability=True), tuned_parameters, cv=5)
",2
"SVC(kernel=""poly"", degree=degree, C=C, gamma=gamma, probability=True))])
",2
"SVC(), X, y, params, n_splits=n_splits)
",2
"SVC(class_weight='auto')
",2
"SVC(kernel='rbf',C=10,probability=True,verbose=True) ",2
"SVC(kernel='linear', C=reg)
",2
"SVC(cache_size=2048)
",2
"SVC(kernel='rbf',gamma=0.1,C=1) ",2
"SVC(C = 1000, kernel = 'linear') ",2
"SVC(C=C,gamma=gamma,kernel='rbf',tol=0.00001,verbose=True)
",2
"SVC(C=10, kernel='linear')
",2
"SVC(kernel='linear'))])
",2
"SVC(kernel=""linear"",class_weight=""auto"",probability=True)
",2
"SVC(kernel=""rbf"", probability=True), predict_from_probabilities=True) ",2
"SVC(kernel='linear', C=1, verbose=False) ",2
"SVC(), tuned_parameters, cv=5, scoring='accuracy', n_jobs=10, verbose=True)
",2
"SVC(C=1.0)
",2
"SVC(kernel=""linear""))
",2
"SVC(probability=False,random_state=33,kernel='linear',shrinking=True)
",2
"SVC(kernel='rbf', gamma=0.01, C=100, probability=True))
",2
"SVC())])
",2
"SVC(kernel=""rbf"")).fit(transformed, labels)
",2
"SVC(kernel='linear', class_weight='auto'), param_grid) ",2
"SVC().fit(x_train, y_train)
",2
"SVC(kernel='linear', probability=False)
",2
"SVC(C=C, kernel='linear', max_iter=200)
",2
"SVC(kernel='linear', C=1).fit(train_dat, train_lab)
",2
"SVC(C= C ,gamma = gamma,class_weight = class_weight)
",2
"SVC(kernel=krnl)
",2
"SVC(gamma=2, C=1, verbose=True)
",2
"SVC(kernel = ""rbf"",C = c, gamma = g)
",2
"SVC(kernel='rbf', random_state=0, gamma=0.10, C=10.0)
",2
"SVC(gamma=0.001,C=100.)
",2
"SVC(C=5., gamma=0.001)
",2
"SVC(C=10.0, random_state=1234)
",2
"SVC(probability=True,random_state=np.random.RandomState(8),tol=1e-15)
",2
"SVC(kernel='linear', class_weight='auto')
",2
"SVC(probability=True, verbose=False, cache_size=2000)
",2
"SVC(gamma = 0.001)
",2
"SVC(kernel='rbf', class_weight='auto'), param_grid, n_jobs=1, cv=ShuffleSplit(test_size=0.20, n_iter=1, random_state=0, n=len(train_images)))
",2
"SVC(C = C, kernel = kernel) ",2
"SVC(C=C, kernel='rbf', class_weight='auto', probability=returnProb)
",2
"SVC(kernel=""linear"", C=C)
",2
"SVC(kernel=kernel, degree=degree)
",2
"SVC(probability=True)#tree.DecisionTreeClassifier()
",2
"SVC(kernel='rbf' ,probability=True, max_iter=1000)
",2
"SVC()))])
",2
"SVC(C=0.01, kernel='linear', random_state=0))
",2
"SVC(gamma=0.001,probability=True)
",2
"SVC(C = c, kernel = 'rbf', gamma=1.0) ",2
"SVC(kernel = 'linear') ",2
"SVC(kernel=kernel.arc_cosine, cache_size=2048)
",2
"SVC(C=1.0, kernel='rbf', gamma=0.7)
",2
"SVC(C=0.75)
",2
"SVC(kernel=kernel, probability=True)
",2
"SVC(probability=True), True, True, False)
",2
"SVC(kernel='rbf',C=10.0, gamma=0.0, verbose = 0, probability=True)
",2
"SVC(kernel = 'precomputed', C = REG_C, max_iter = 10000)
",2
"SVC(gamma=1.0) ",2
"SVC(gamma=.05).fit(X_train, y_train)
",2
"SVC(kernel='linear', C=penalty)
",2
"SVC( kernel=kernel, probability=True, C=c, cache_size=500 ) ",2
"SVC(verbose = True)
",2
"SVC(kernel=""rbf"", probability=True)
",2
"SVC(), param_grid, cv=5)
",2
"SVC(tol=0.0001)
",2
"SVC(gamma=1e-8)
",2
"SVC(kernel ='rbf',C=1,gamma=0.001)
",2
"SVC(C=3), 'y/test/score_f1': [ 0.6  0.6], 'y/test/score_recall_mean/pval': [ 0.5], 'y/test/score_recall/pval': [ 0.   0.5], 'y/test/score_accuracy/pval': [ 0.], 'y/test/score_f1/pval': [ 0.   0.5], 'y/test/score_precision/pval': [ 0.5  0. ], 'y/test/score_precision': [ 0.6  0.6], 'y/test/score_recall': [ 0.6  0.6], 'y/test/score_accuracy': 0.6, 'y/test/score_recall_mean': 0.6}])
",2
"SVC(gamma=0.001, kernel='rbf', C=100)
",2
"SVC(class_weight=weights, **self._clf_kwargs)
",2
"SVC(kernel = 'linear', probability = True)
",2
"SVC(kernel=""linear"", C=0.025, probability=True)
",2
"SVC(kernel='rbf',gamma=1,C=1) ",2
"SVC(C = cValue , kernel='rbf', gamma = gammaValue , tol=0.1)
",2
"SVC(probability=True, class_weight={0:1, 1:5}), param_grid=param_grid, cv=cv)
",2
"SVC(verbose=True)
",2
"SVC(kernel=kernel), parameters, scoring=""accuracy"")
",2
"SVC(C=2, probability=True))
",2
"SVC(**hparams)
",2
"SVC(probability=True, kernel='rbf')
",2
"SVC(C=c,gamma=g)
",2
"SVC().fit(X_train, y_train)
",2
"SVC(C=1, kernel='linear', class_weight='auto'))])
",2
"SVC(kernel='linear', **vars(args))
",2
"SVC(C=10 ** logC, gamma=10 ** logGamma).fit(x_train, y_train)
",2
"SVC(kernel='linear', class_weight=""auto"", random_state=0)
",2
"SVC(C=290.4,gamma=0.0961,probability=True, cache_size=7000)
",2
"SVC(kernel=choise)
",2
"SVC(kernel=""rbf"", C=controlTradeOff)
",2
"SVC(kernel='linear', C=1).fit(selectedFeatures, data.labels)
",2
"SVC(kernel='rbf')#grid_search.GridSearchCV(svm.SVC(kernel='rbf', class_weight='balanced'), param_grid)
",2
"SVC(C=100000, kernel='linear', random_state=241)
",2
"SVC(kernel = 'rbf', gamma = 0.005) ",2
"SVC(kernel='rbf', C=powc, gamma=powg)
",2
"SVC(gamma=2, C=1)')
",2
"SVC(gamma=0.001, kernel='linear', C=100)
",2
"SVC(gamma=.001, C=100)
",2
"SVC(), parameters)
",2
"SVC(probability=True, kernel='rbf', C=10,gamma=0.001)
",2
"SVC(kernel='linear', C=c, probability=True)
",2
"SVC(kernel=kernel.arc_cosine)
",2
"SVC(C=10.))
",2
"SVC(gamma=0.001, C=100) ",2
"SVC(kernel=""rbf"", probability=True C=1000.0, gamma=0.1) ",2
"SVC(C=self.C)
",2
"SVC(C=1000000.0, gamma=0.0, kernel='rbf')
",2
"SVC(C=100, cache_size=200, class_weight=None, coef0=0.0, degree=3,gamma=0.001, kernel=""rbf"", max_iter=-1, probability=False,random_state=None, shrinking=True, tol=0.001, verbose=False)
",2
"SVC (support vector classifier)
",2
"SVC(kernel='rbf', gamma=0.7, C=0.5)
",2
"SVC(probability=True, kernel='linear')
",2
"SVC(C=self.C, gamma=self.gamma, probability=True)
",2
"SVC(), param_grid={""C"":np.logspace(-2, 10, 13),""gamma"":np.logspace(-9, 3, 13)})
",2
"SVC(C=svm_c,gamma=svm_gamma)
",2
"SVC(kernel='rbf', gamma=0.05, C=401)
",2
"SVC(tmp_options)
",2
"SVC(kernel='linear', C=C, verbose=False).fit(trainingData, trainingLable)
",1
"SVC(C=C, gamma=gamma, probability=True)
",1
"SVC(kernel=my_kernel, C=1000, tol=1e-3)
",1
"SVC(probability=True)))
",1
"SVC(kernel='rbf', class_weight='auto', probability=True), param_grid)
",1
"SVC(kernel=k_type, C=c)
",1
"SVC(C=C,kernel=kernel)
",1
"SVC(C=10.0, gamma=10)
",1
"SVC(kernel='linear', probability=True, C=1)
",1
"SVC(kernel=kernel, C=C, cache_size=7000)
",1
"SVC(kernel='linear', C=2)
",1
"SVC(probability=True) #LogisticRegression(C=20.)
",1
"SVC(C=1., kernel='rbf', gamma=0.001, random_state=0)
",1
"SVC(kernel='linear'),  # too slow! (orders of magnitude)
",1
"SVC(kernel='rbf', C=10, gamma=0.01)
",1
"SVC(C=C, gamma=sigma_to_gamma(sigma), tol=0.001, kernel='rbf') ",1
"SVC(C=1), tuned_parameters, cv=5)
",1
"SVC(kernel='rbf', gamma=0.7, C=1.0, probability = True).fit(mostres, tipus_event) ",1
"SVC(kernel=""linear"", C=0.025),  ## very slow (can't wait) ",1
"SVC(gamma=gam_vec.ravel()[param_ind], C=cost_vec.ravel()[param_ind])
",1
"SVC(), tuned_parameters, cv=self._cv_method)
",1
"SVC(C=1.6,gamma=0.002)
",1
"SVC(C=config.svm_C)
",1
"SVC( probability=True ), tuned_parameters, cv=K, scoring=power_at_5pc_FPR, n_jobs=6 )
",1
"SVC(gamma=.001, C=100.)
",1
"SVC(C=10, decision_function_shape='ovr', kernel=kernel)
",1
"SVC(C=opt.C, kernel='poly', degree=opt.degree, verbose=False)
",1
"SVC( kernel=kernel, shrinking=shrinking, random_state=self.random_state)
",1
"SVC(kernel='rbf', probability=True, shrinking=True)
",1
"SVC(kernel='precomputed'), param_grid=param_grid, cv=cv)
",1
"SVC(C=1.0, kernel='rbf', probability=True)
",1
"SVC(C=10, gamma=1e-3, probability=True), sklearn.naive_bayes.MultinomialNB()])
",1
"SVC(kernel = 'precomputed', C = REG_C, class_weight = class_weight, max_iter = 10000)
",1
"SVC(kernel='rbf',gamma=0.001,C=100,max_iter=-1))
",1
"SVC(kernel='precomputed', C=self.C)
",1
"SVC(kernel='linear', random_state=10)
",1
"SVC(C=5, kernel='poly', degree=4, probability=True)
",1
"SVC(mysvm.SMO, mysvm.Kernel('linear')))
",1
"SVC(C=100.0, kernel='rbf', gamma=Gamma, coef0=0.0, shrinking=True, probability=False, tol=0.001, cache_size=200, class_weight=None, verbose=False, max_iter=-1, decision_function_shape=None, random_state=None)
",1
"SVC(kernel=k, probability=proba) ",1
"SVC(kernel=kernel) if kernel == 'poly' else SVC(kernel=kernel, gamma=gamma)
",1
"SVC().fit(train_x,train_y)
",1
"SVC(C=32768.0, gamma=0.001953125)
",1
"SVC(C=9)
",1
"SVC(kernel='poly') ",1
"SVC(kernel='linear').fit(x, label)
",1
"SVC().fit(Train_Data,Train_Data_labels)
",1
"SVC(kernel = 'linear', random_state = 84))
",1
"SVC(kernel='rbf', gamma=gamma, C=C))
",1
"SVC(class_weight=class_weight,verbose=1, C=C, gamma=gamma)
",1
"SVC(C=2000.0, class_weight=""balanced"", gamma = 0.01,probability=True)
",1
"SVC(gamma = 0.001, C = 100., probability = True)
",1
"SVC(kernel='linear', random_state=241)
",1
"SVC(kernel='rbf', gamma=0.7, C=C).fit(X, y)
",1
"SVC(kernel='linear', class_weight='balanced',) # verbose=1,)
",1
"SVC(C=10**C, gamma=10**gamma)
",1
"SVC(), svm_parameters, cv=3, verbose=2)
",1
"SVC(**classi_params)
",1
"SVC( kernel='linear', probability=True, C=regime_c_terms[regime], cache_size=500 )
",1
"SVC(C=1000.0) ",1
"SVC(**self.PARAMS)
",1
"SVC(kernel='precomputed', C=Cfg.svm_C)
",1
"SVC(FEATURES)
",1
"SVC(kernel='linear', probability=True), n_jobs=NUMBER_OF_CPUS_TO_USE)
",1
"SVC(kernel=chi2_kernel)
",1
"SVC(kernel='linear', C=1e-1)
",1
"SVC(), sparse=False)
",1
"SVC(kernel='rbf', gamma=3).fit(X_train, y_train)
",1
"SVC(probability=1),4)
",1
"SVC(kernel=k, C=c, degree=d)
",1
"SVC(C = float(self.chosencvalue), kernel = self.chosenkernel)
",1
"SVC(class_weight={-1:1,1:10}), tuned_parameters, cv=5, scoring='accuracy')
",1
"SVC(probability=True, **classifier_spec)
",1
"SVC(C=params['rbf']['C'],gamma=params['rbf']['gamma'])
",1
"SVC(C=0.3,kernel='linear',probability=True)
",1
"SVC              (multi-class classification)
",1
"SVC(C=50, cache_size=1900, class_weight='auto', gamma=0.0, kernel='rbf', probability=True)
",1
"SVC(C=2.8)
",1
"SVC(C=2., kernel='poly', degree=11, gamma=1./2048., coef0=1) ",1
"SVC( **self.param_dict ).fit(ds.x, ds.y)
",1
"SVC(C=1.0, kernel='rbf', degree=3, gamma='auto', coef0=0.0, shrinking=True, probability=False, tol=0.001, cache_size=200, class_weight=None, verbose=False, max_iter=-1, decision_function_shape=None, random_state=None)
",1
"SVC(probability=True,kernel='linear', decision_function_shape='ovr')
",1
"SVC (Software handshaking structure) ",1
"SVC(C=1.0,gamma=0.3,probability=True)
",1
"SVC(kernel='linear', verbose=True, tol=1e-9, C=5.)
",1
"SVC(kernel=svmKern, gamma=svmGamma, C=svmC)
",1
"SVC(kernel='linear', C=best_params['C1'], class_weight=class_weights)
",1
"SVC(kernel='poly'))
",1
"SVC(kernel = 'rbf', gamma = 1000)
",1
"SVC(C=0.001, gamma =10000)
",1
"SVC(kernel='rbf', gamma=1e-5, C=20))])
",1
"SVC(kernel='rbf', C = 1)
",1
"SVC(C=C, kernel='linear', tol=1e-3, max_iter=200)
",1
"SVC(kernel=kernel, gamma=3)
",1
"SVC(gamma=0.001, C=100., class_weight='balanced')
",1
"SVC(kernel='linear', gamma=0.001, C=1, class_weight='balanced')
",1
"SVC(**params))
",1
"SVC(C=32., kernel='rbf', gamma=8.)
",1
"SVC(kernel='linear', random_state=0)
",1
"SVC(kernel='rbf', C=10)
",1
"SVC(kernel='linear').fit(X_sp, Y)
",1
"SVC(C=1.0, kernel='precomputed')
",1
"SVC(kernel='linear', probability=True, random_state=0, C=c)
",1
"SVC(kernel='poly', gamma=1.0, coef0=21))) ",1
"SVC(C=1.9,gamma=0.001)
",1
"SVC(kernel='rbf', gamma=20.0, class_weight='auto')
",1
"SVC(c, kernel='linear', tol=1e-3)
",1
"SVC(C=C) ",1
"SVC(class_weight={1:class_wt}, **param1)
",1
"SVC(kernel=""linear"", C=1.).fit(features_train, labels_train)
",1
"SVC(gamma = 0.0001, C = 50, probability = True)
",1
"SVC(C=value, kernel=""poly"", degree=6, class_weight=""auto"")
",1
"SVC(kernel='rbf', probability=True, random_state=random_state))
",1
"SVC(gamma=0.001, verbose=True)
",1
"SVC(kernel=""rbf"", verbose=2)
",1
"SVC(scale_C=True)
",1
"SVC(kernel=""rbf"")
",1
"SVC(C=C, kernel=kernel, max_iter=max_iter, tol=tol, gamma=gamma)
",1
"SVC(cache_size=6000, verbose=True)
",1
"SVC( kernel='rbf' )
",1
"SVC(kernel=""linear"", C=3.4)
",1
"SVC(kernel='poly', degree=4) ",1
"SVC(**args)
",1
"SVC(kernel=kernel, C=10000)
",1
"SVC(kernel=my_kernel, probability=True, random_state=my_random_state, max_iter=my_max_iteration))
",1
"SVC(kernel='rbf', random_state=42)
",1
"SVC(C = 5., gamma =0.001)
",1
"SVC(C=3.4, gamma=0.0285, cache_size=1000)
",1
"SVC(kernel='rbf'))
",1
"SVC(probability=True, kernel='rbf', C=2.4, degree=1, gamma=0.7/len(features[0]))
",1
"SVC(kernel='rbf', gamma=0.7, C=C).fit(X_train, Y_train)
",1
"SVC(kernel='sigmoid')))
",1
"SVC(C = 100000, random_state=241, kernel='linear')
",1
"SVC(kernel=kern, probability=True, **kwargs)
",1
"SVC(C=1), param_selection)
",1
"SVC(C=1)', a=npdata1, b=npdata2)
",1
"SVC(), param_grid=param_grid_svm, cv=cv,n_jobs=n_jobs)
",1
"SVC(kernel='linear', C=0.1))
",1
"SVC(kernel='rbf', C=20, gamma=0.15, probability=True)
",1
"SVC(random_state=rand_state)
",1
"SVC("" + model_params + "")"")
",1
"SVC(kernel='rbf', gamma=svm_gamma, C=C))
",1
"SVC(kernel='rbf', class_weight='balanced'), para).fit(X_test_pca, Y_train)
",1
"SVC(probability=True, kernel='linear')))
",1
"SVC(kernel='linear', C=C).fit(features, labels)
",1
"SVC(kernel=""rbf"", C=c)
",1
"SVC(random_state=0)
",1
"SVC(kernel='rbf', C=C, gamma=gamma).fit(X, y)
",1
"SVC(C=1.0, cache_size=5000, kernel='rbf')
",1
"SVC(), param_grid=param_grid, cv=kf)
",1
"SVC(C = 10.0)
",1
"SVC(kernel=""linear"",probability=True)
",1
"SVC().fit(feature_train, label_train)
",1
"SVC(kernel=str(self.kernel))
",1
"SVC(kernel=kernel, C=C)) for kernel in (""linear"", ""rbf"") for C in [1, 10] for k in [1, 2]])
",1
"SVC(C=1.0,kernel=""linear"")
",1
"SVC(C=2, kernel=""rbf"", gamma=3, cache_size = 1000, probability=False)
",1
"SVC(cache_size=60000)
",1
"SVC(kernel=""linear"",probability=True,class_weight='auto'))
",1
"SVC(kernel='linear', shrinking=True, verbose=False)
",1
"SVC(C = 0.1)
",1
"SVC(kernel='rbf', class_weight=None, random_state=0)
",1
"SVC(kernel='linear'), n_jobs=-1)
",1
"SVC(kernel='rbf', gamma=0.7, C=C).fit(X, Y)
",1
"SVC(kernel = ""rbf"")).fit(transformed, labels).predict(transformed)
",1
"SVC(kernel='rbf'), param_grid=param_rbf_grid, cv=cv)
",1
"SVC(gamma=gamma, C=C, random_state=self.rng)
",1
"SVC()'''or svm.LinearSVC() ",1
"SVC(C=10.)
",1
"SVC(C=3.0, gamma=0.7, kernel='rbf')
",1
"SVC(kernel='rbf'), param_grid=param_grid, scoring='accuracy')
",1
"SVC(kernel='linear', C = 0.01)
",1
"SVC(kernel='poly', degree=3, random_state=0)
",1
"SVC(C=0.001, degree=2, kernel='poly')
",1
"SVC(probability=True, kernel='linear', class_weight='auto')
",1
"SVC(random_state=8)
",1
"SVC(kernel='poly', probability=True, C=1, degree=2, gamma=1)
",1
"SVC(C=10.0, verbose=1, kernel='poly', degree=2)
",1
"SVC(class_weight=""auto"", cache_size=2200, shrinking=True)
",1
"SVC(kernel='rbf', degree=3,gamma=9)
",1
"SVC(kernel='rbf').fit(X, y), y)
",1
"SVC(C=C, kernel=svm_model)
",1
"SVC(C=16.91,gamma=0.00928,probability=True, cache_size=7000)
",1
"SVC(kernal='RBF')
",1
"SVC(probability=True, cache_size=7000), ['C','gamma'], [[1.0,1000.0],[1E-6,0.1]])
",1
"SVC(kernel='rbf', random_state=0)
",1
"SVC()) ",1
"SVC(random_state=0, probability=True, **kwargs)
",1
"SVC(kernel='poly', degree=9, probability=True)
",1
"SVC(kernel='rbf',gamma=gamma,C=C_vals[i])
",1
"SVC( kernel = kernel, C = C, gamma = gamma, degree = degree )
",1
"SVC(kernel='rbf', gamma =1.0,C=1)
",1
"SVC(kernel=""rbf"")]), n_folds=3)
",1
"SVC(probability=True, verbose=False)
",1
"SVC(C=10, kernel = 'rbf', gamma = 0.0625)
",1
"SVC(kernel='rbf', gamma=0.0001, C=44, class_weight='balanced', probability=True)
",1
"SVC(C=regularizer, kernel='linear', probability=True, random_state=0,verbose=False)
",1
"SVC(kernel='linear', C=penality)
",1
"SVC(kernel=""poly"",degree=10,C=1)
",1
"SVC(random_state=7), tuned_parameters, scoring='roc_auc', cv=5, verbose=10, n_jobs=5)
",1
"SVC().fit(X_train, y_train).score(X_test, y_test))
",1
"SVC(C=50, cache_size=1500, class_weight='auto', gamma=0.0, kernel='rbf', probability=True)
",1
"SVC(random_state=self.__seed), search_space, cv=10, scoring='roc_auc', n_jobs=self.n_jobs)
",1
"SVC(C=1,kernel='rbf',probability=True) ",1
"SVC(C=Ce, gamma=Gamma, cache_size=cache)
",1
"SVC(kernel='rbf', **job)
",1
"SVC(C=C, kernel=kernel, gamma=gamma)
",1
"SVC(kernel=""linear"", probability=True),param_grid={'C': [2**-5, 2**-4, 2**-3, 2**-2, 2**-1, 2**0, 2**1, 2**2, 2**3, 2**4, 2**5, 2**6]},cv=grid_cv,n_jobs=-1)
",1
"SVC(C=C, kernel='rbf', gamma=gamma, class_weight='auto', probability=True)
",1
"SVC(random_state = 1))])
",1
"SVC(kernel='rbf', C=1.0, gamma=100.0, random_state=0)
",1
