match,count
"RandomForestClassifier(random_state=1, n_estimators=10000, min_samples_split=5, min_samples_leaf=2)",2
"RandomForestClassifier(max_features=None, n_jobs=-1)",2
"RandomForestClassifier(n_estimators=lNbEstimatorsInEnsembles, random_state = 1960)",2
"RandomForestClassifier(n_estimators=10, random_state=33)",2
RandomForestClassifier(10),2
"RandomForestClassifier(n_estimators=20, criterion=""entropy"")",2
RandomForestClassifier(**rf_parameters),2
"RandomForestClassifier(n_estimators=300, n_jobs=-1, random_state=0)",2
RandomForestClassifier(n_estimators=self.n_estimators),2
RandomForestClassifier(n_estimators=5),2
"RandomForestClassifier(n_estimators=n_trees, max_depth=max_depth, min_samples_leaf=3, n_jobs=n_jobs, random_state=42)",2
"RandomForestClassifier(n_estimators=200, min_samples_split=17)",2
"RandomForestClassifier(n_estimators=50, n_jobs=2)",2
"RandomForestClassifier(max_depth=3, n_estimators=n_estimator)",2
"RandomForestClassifier(n_estimators=n_est, class_weight=class_weight)",2
RandomForestClassifier(BaggingClassifier),2
RandomForestClassifier(max_features=int(mtry),2
"RandomForestClassifier(n_estimators=30,max_depth=10,oob_score=True,random_state=0)",2
RandomForestClassifier(n_estimators=250),2
"RandomForestClassifier(n_estimators=100, random_state=42)",2
"RandomForestClassifier(n_estimators=ntrees,min_samples_split=nodes*2, min_samples_leaf=nodes)",2
"RandomForestClassifier(**parse.config_for_function(RandomForestClassifier.__init__, config)",2
"RandomForestClassifier(n_estimators=rf_n_estimators, max_features=best_params[dataset_name][method_name][nr_events]['rf_max_features'], random_state=random_state)",2
"RandomForestClassifier(max_features='auto', n_estimators=100)",2
"RandomForestClassifier(n_estimators=100, verbose=True)",2
RandomForestClassifier(n_estimators=8),2
RandomForestClassifier(random_state=123),2
"RandomForestClassifier(n_estimators=200, min_samples_split=13)",2
"RandomForestClassifier(n_estimators=20, n_jobs=-1)",2
RandomForestClassifier( n_estimators=10),2
"RandomForestClassifier(n_estimators=10, random_state=0)",2
"RandomForestClassifier(n_estimators=150, min_samples_split=2, n_jobs=-1)",2
"RandomForestClassifier(n_estimators, criterion, max_features, max_depth)",2
RandomForestClassifier(random_state=RND_SEED),2
"RandomForestClassifier(n_estimators=1000, min_samples_leaf=msl, n_jobs=1)",2
RandomForestClassifier(max_depth=10),2
RandomForestClassifier(n_estimators = 30),2
"RandomForestClassifier(n_estimators=500, random_state=1000 + l, oob_score=True, n_jobs=1)",2
"RandomForestClassifier(n_jobs=-1, n_estimators=300, verbose=3, random_state=131)",2
"RandomForestClassifier(random_state=1, n_estimators=10, min_samples_split=2, min_samples_leaf=1)",2
"RandomForestClassifier(n_estimators=100, n_jobs=4)",2
"RandomForestClassifier(n_estimators=50,n_jobs=5)",2
"RandomForestClassifier(n_estimators=850, max_depth=None, max_features=int(math.sqrt(n_features)",2
RandomForestClassifier(n_estimators = 150),2
"RandomForestClassifier(n_estimators=40, criterion = 'gini', random_state=1)",2
"RandomForestClassifier(n_jobs=-1, random_state=0)",2
"RandomForestClassifier(n_estimators=num_trees, max_features=features)",2
"RandomForestClassifier(max_depth = 20, n_estimators = 30)",2
RandomForestClassifier(**forest_parms),2
RandomForestClassifier(1000),2
"RandomForestClassifier(n_estimators=1000, max_depth=None, max_features=375, n_jobs=-1)",2
"RandomForestClassifier(n_estimators = 100, bootstrap = True, min_samples_leaf = 10, criterion = 'entropy', max_depth = None)",2
"RandomForestClassifier(n_estimators=10, max_depth=20, n_jobs=1, random_state=912)",2
"RandomForestClassifier(n_estimators=30, max_depth = 10, oob_score=True,  random_state=0)",2
"RandomForestClassifier(n_estimators=6000, max_depth = 4, verbose=1)",2
"RandomForestClassifier(n_Forests=200, n_TreesInForest=500)",2
RandomForestClassifier(n_estimators=120),2
"RandomForestClassifier(n_estimators = 500, oob_score = True, class_weight=""balanced"")",2
RandomForestClassifier(n_jobs=1),2
"RandomForestClassifier(n_estimators = 100, n_jobs = -1)",2
"RandomForestClassifier(n_estimators=150, n_jobs=-1, random_state=0)",2
"RandomForestClassifier(n_estimators=100, random_state=process.seed)",2
RandomForestClassifier(Classifier),2
"RandomForestClassifier(n_estimators=50, verbose=2, compute_importances=True, n_jobs=1)",2
"RandomForestClassifier(n_estimators=n_est, max_features=n_feat,max_depth=9, n_jobs=-1)",2
RandomForestClassifier(n_estimators=3000),2
"RandomForestClassifier(n_estimators=15, max_depth=5, oob_score=True)",2
RandomForestClassifier(random_state=8),2
"RandomForestClassifier(random_state=0, n_estimators=50)",2
"RandomForestClassifier(n_estimators=50, min_samples_split=1, bootstrap=False, n_jobs=4, random_state=0)",2
RandomForestClassifier (featset1),2
"RandomForestClassifier(n_estimators=400, n_jobs=-1)",2
"RandomForestClassifier(n_estimators=options.n,random_state=options.random)",2
"RandomForestClassifier(n_estimators=num_trees, random_state=0)",2
"RandomForestClassifier(n_estimators=100, oob_score=True, n_jobs=2)",2
"RandomForestClassifier(n_estimators=n_estimators[0],max_depth=maxDepth[0],oob_score=True,bootstrap=True)",2
"RandomForestClassifier(n_estimators=200, oob_score=True, bootstrap=True)",2
"RandomForestClassifier(n_estimators=n, max_depth=max_depth)",2
RandomForestClassifier(n_estimators=60),2
"RandomForestClassifier(n_estimators = 50, n_jobs = -1)",2
"RandomForestClassifier(n_jobs=-1, n_estimators=n_est, max_depth=max_d, max_features=max_f)",2
RandomForestClassifier(min_samples_leaf=10),2
"RandomForestClassifier(n_estimators=10,n_jobs=-1)",2
RandomForestClassifier(n_estimators=51),2
RandomForestClassifier(200),2
"RandomForestClassifier(**{'n_estimators' : 7500, 'max_depth' : 200})",2
"RandomForestClassifier(n_estimators=1000, random_state=1, max_depth=5, n_jobs=10)",2
"RandomForestClassifier(labelCol=""indexedLabel"", featuresCol=""indexedFeatures"")",2
"RandomForestClassifier(max_depth=5, n_estimators=10, max_features=1, class_weight = {0: 1, 1:10})",2
"RandomForestClassifier(n_estimators=n_estimators, max_features=max_features)",2
"RandomForestClassifier(n_estimators=25, random_state=84)",2
RandomForestClassifier(n_estimators=101),2
RandomForestClassifier(n_estimators=40),2
"RandomForestClassifier(max_depth = 100, max_leaf_nodes=50, criterion='entropy')",2
RandomForestClassifier(n_estimators = n),2
RandomForestClassifier(n_estimators=C),2
"RandomForestClassifier(random_forest_trees, criterion=""entropy"" ,min_samples_leaf=20)",2
"RandomForestClassifier(n_estimators=250, n_jobs=-1, criterion=""entropy"", random_state=1)",2
RandomForestClassifier(class_weight='auto'),2
"RandomForestClassifier(n_estimators=25, n_jobs=4)",2
"RandomForestClassifier(max_features=None, oob_score=True)",2
"RandomForestClassifier(n_estimators=90, random_state=42)",2
"RandomForestClassifier(n_estimators=20, max_depth=3)",2
"RandomForestClassifier(min_samples_leaf=leaf_size, n_estimators=n_estimators_size, random_state=50)",2
RandomForestClassifier(n_trees),2
"RandomForestClassifier(n_estimators=50, n_jobs=10)",2
RandomForestClassifier(random_state=30),2
"RandomForestClassifier(n_estimators=1, min_samples_leaf=int(np.round(x[i])",2
"RandomForestClassifier(n_estimators=10, random_state=42)",2
RandomForestClassifier(n_tree),2
"RandomForestClassifier(n_estimators = 20, max_features = 'auto')",2
RandomForestClassifier(verbose=True),2
RandomForestClassifier(max_depth=i),2
"RandomForestClassifier(n_estimators=100, random_state=1, warm_start=True,n_jobs=-1)",2
"RandomForestClassifier(n_estimators=10,criterion='gini', min_samples_split=2,max_features=None)",2
"RandomForestClassifier(max_depth = 10, min_samples_split=2, n_estimators = 100, random_state = 1)",1
RandomForestClassifier(n_estimators=tc),1
"RandomForestClassifier(150, random_state=0)",1
RandomForestClassifier(**self.param_dict),1
"RandomForestClassifier(n_estimators = numTrees, n_jobs = 1)",1
RandomForestClassifier(n_estimators = 9),1
RandomForestClassifier(n_estimators=self.randomForestEstimators),1
RandomForestClassifier(RandomForestClassifier),1
"RandomForestClassifier(n_estimators=100, n_jobs=8, random_state=42)",1
"RandomForestClassifier(n_estimators=10, max_depth=int(sum(labels_binary[i])",1
"RandomForestClassifier(n_estimators=1000, max_depth=60, class_weight = {0:0.1, 1:0.9} )",1
RandomForestClassifier( n_estimators=500 ),1
"RandomForestClassifier(n_estimators, criterion='entropy', min_samples_split=20 , compute_importances=True)",1
"RandomForestClassifier(n_estimators=200,  max_depth=8,random_state=0)",1
RandomForestClassifier(**self.best_params),1
"RandomForestClassifier(n_estimators=500, n_jobs = -1)",1
"RandomForestClassifier(numTrees=500, maxDepth=6, maxBins=80, seed=42)",1
"RandomForestClassifier(n_trees, criterion, max_features, max_depth)",1
"RandomForestClassifier(n_estimators=150, max_features=7, max_depth=1)",1
RandomForestClassifier(Orange.core.Classifier),1
"RandomForestClassifier(n_estimators=50, random_state=0)",1
"RandomForestClassifier(n_estimators = 128, class_weight='auto')",1
RandomForestClassifier(t),1
"RandomForestClassifier(n_estimators=10, max_features=5, oob_score=True)",1
"RandomForestClassifier(n_estimators=100, max_depth=5, random_state=0)",1
"RandomForestClassifier(n_estimators=100, max_features='sqrt')",1
"RandomForestClassifier(n_estimators=150, criterion='gini', max_features=100, max_depth=2000)",1
"RandomForestClassifier(n_estimators = 10, criterion = 'entropy', random_state = 0)",1
"RandomForestClassifier(n_estimators=500, min_weight_fraction_leaf=0.1, random_state=42, n_jobs=-1)",1
"RandomForestClassifier(max_depth=20, min_samples_leaf=5, n_estimators=10, oob_score=False, n_jobs=-1, criterion='entropy')",1
RandomForestClassifier(min_samples_split=1),1
"RandomForestClassifier(n_estimators=70, min_samples_leaf=2, criterion=""entropy"", max_depth=10)",1
"RandomForestClassifier(n_estimators=7, min_samples_leaf=4)",1
"RandomForestClassifier(class_weight='balanced', **kwargs)",1
"RandomForestClassifier(n_estimators=500,max_depth=None,min_samples_leaf=1,n_jobs=4,criterion='entropy', max_features=20,oob_score=False)",1
"RandomForestClassifier(n_estimators=20, max_depth=20, n_jobs=-1)",1
"RandomForestClassifier(n_estimators=200,n_jobs=1,verbose=10)",1
"RandomForestClassifier(n_jobs=8, n_estimators=23)",1
"RandomForestClassifier(n_estimators=n_estim, max_depth=depth,n_jobs=jobs, min_samples_split=1,class_weight=""balanced"",random_state=0,verbose=True)",1
"RandomForestClassifier(n_estimators=2000, criterion =""gini"",max_depth=20,min_samples_split=1, random_state=0,n_jobs=3)",1
"RandomForestClassifier(classifiers = classifiers, name=self.name, domain=examples.domain, classVar=examples.domain.classVar, agrLevel = self.agrLevel)",1
"RandomForestClassifier(n_jobs=2, bootstrap=True, n_estimators=250, criterion='gini')",1
"RandomForestClassifier(n_estimators=300,max_depth=16)",1
"RandomForestClassifier('/CountClassification', 'tests/mergerResolvingTestDataset/tracking.ilp')",1
RandomForestClassifier(**estimator_params),1
RandomForestClassifier(n_estimators=i),1
"RandomForestClassifier(n_estimators=trees, max_depth=max_tree_depth)",1
"RandomForestClassifier(n_jobs=4,n_estimators=23)",1
RandomForestClassifier(TSClassifier),1
"RandomForestClassifier(n_estimators=50, class_weight='balanced')",1
"RandomForestClassifier(n_estimators=300, oob_score=True, n_jobs=2)",1
"RandomForestClassifier(criterion='entropy', random_state=random_state, n_jobs=n_jobs, verbose=verbose)",1
"RandomForestClassifier(n_estimators=nr_of_trees, n_jobs=n_jobs)",1
"RandomForestClassifier(n_estimators=22, max_features=min(52, len(result1.columns)",1
"RandomForestClassifier(max_features = 'auto', max_depth=10)",1
"RandomForestClassifier(n_estimators=500, random_state=0)",1
"RandomForestClassifier(n_estimators=80, random_state=87, n_jobs=-1)",1
"RandomForestClassifier(n_estimators=200, random_state=0)",1
"RandomForestClassifier(compute_importances = True, n_jobs = -1, **vars(args)",1
"RandomForestClassifier(n_estimators=128,)",1
"RandomForestClassifier(n_estimators=5, random_state=1, min_samples_leaf=2)",1
"RandomForestClassifier(n_estimators=500,max_depth=None,min_samples_leaf=5,n_jobs=5,criterion='gini', max_features='auto',oob_score=False)",1
"RandomForestClassifier(numTrees=numTrees, maxDepth=4, maxBins=32, labelCol=""label"", seed=42)",1
"RandomForestClassifier(labelCol=""label"", featuresCol=""features"", numTrees=5)",1
"RandomForestClassifier(n_jobs=-1, verbose=1)",1
"RandomForestClassifier(n_estimators=100, max_features=None, n_jobs=-1, random_state=0)",1
"RandomForestClassifier(NUM_TREES, max_depth=TREE_DEPTH, verbose=1, n_jobs=NUM_THREADS)",1
"RandomForestClassifier(n_estimators=50, criterion='entropy')",1
"RandomForestClassifier(max_depth=None, n_jobs=-1, random_state=0)",1
"RandomForestClassifier(150,max_leaf_nodes=80,oob_score=True)",1
RandomForestClassifier(n_estimators=4),1
"RandomForestClassifier(n_estimators = 10, criterion = 'gini', random_state = 0)",1
"RandomForestClassifier(n_jobs=-1,min_samples_split= 3, max_features= 0.4, min_samples_leaf= 2, n_estimators= 200, max_depth= 8)",1
"RandomForestClassifier(bootstrap=True, class_weight=None, criterion='gini', max_depth=10, max_features=10, max_leaf_nodes=None, min_impurity_split=1e-07, min_samples_leaf=1, min_samples_split=2, min_weight_fraction_leaf=0.0, n_estimators=50, n_jobs=1, oob_score=False, random_state=1, verbose=0, warm_start=False)",1
"RandomForestClassifier(n_estimators=200,max_depth=None,min_samples_leaf=10,n_jobs=1,criterion='entropy', max_features='auto',oob_score=False)",1
"RandomForestClassifier(n_estimators=2000,max_depth=10,verbose=1)",1
"RandomForestClassifier(n_estimators=100, n_jobs=-1, max_features=""auto"")",1
"RandomForestClassifier(random_state=random_state, n_jobs=n_jobs, verbose = verbose)",1
"RandomForestClassifier(n_estimators=10, max_depth=15, min_samples_split=2, n_jobs=-1, random_state=42)",1
"RandomForestClassifier(n_estimators=100, max_depth=10, n_jobs=-1,random_state=rs)",1
"RandomForestClassifier(n_estimators=specs['n_estimators'], random_state = 409)",1
"RandomForestClassifier(criterion='entropy', random_state=RandomState(__seed__)",1
"RandomForestClassifier(n_estimators=1000, max_depth=10)",1
"RandomForestClassifier(criterion=splitcriteria_param, n_estimators=int(numbtrees_param)",1
"RandomForestClassifier(min_samples_split = 4, criterion = ""entropy"")",1
"RandomForestClassifier(n_estimators=100,n_jobs=2)",1
"RandomForestClassifier(n_estimators=500, criterion='entropy', min_samples_leaf=5, oob_score=True)",1
"RandomForestClassifier(n_estimators=250, n_jobs=-1, max_depth=None)",1
"RandomForestClassifier(n_estimators=100, class_weight=class_wt, n_jobs=-1)",1
RandomForestClassifier(n_estimators = 20),1
"RandomForestClassifier(n_estimators = 30, random_state = 84)",1
"RandomForestClassifier(max_depth=16,n_estimators=150, n_jobs=-1)",1
"RandomForestClassifier(n_estimators=100, n_jobs=n_jobs)",1
"RandomForestClassifier(n_jobs=-1, n_estimators=50, min_samples_split=70, max_features='auto')",1
"RandomForestClassifier(n_jobs=-1, max_depth=10, n_estimators=15)",1
"RandomForestClassifier( n_estimators = 100, n_jobs=2)",1
"RandomForestClassifier(criterion='entropy', n_estimators=50, random_state=1, n_jobs=2)",1
"RandomForestClassifier(n_estimators=500, max_depth=None)",1
"RandomForestClassifier(n_estimators=1000, max_depth=None)",1
"RandomForestClassifier(n_estimators=100, random_state=50)",1
"RandomForestClassifier(n_estimators=10, max_depth= 7, random_state=0)",1
"RandomForestClassifier(n_estimators=1000, max_depth=None,min_samples_split=1, max_features=3)",1
"RandomForestClassifier(n_estimators=150, random_state=42)",1
"RandomForestClassifier(min_samples_split=3, min_samples_leaf=1, bootstrap=False, n_jobs=3)",1
"RandomForestClassifier(n_estimators = 100, n_jobs=-1)",1
RandomForestClassifier(n_estimators = n_trees),1
"RandomForestClassifier(class_weight=""balanced"",random_state=1)",1
"RandomForestClassifier(n_estimators = 5, compute_importances = True)",1
"RandomForestClassifier(n_estimators=10000, n_jobs=-1)",1
"RandomForestClassifier(n_estimators=100, max_features=7)",1
"RandomForestClassifier(n_estimators = 100, n_jobs=2)",1
"RandomForestClassifier(n_estimators=35,max_depth = 13, max_features='auto',n_jobs=2)",1
"RandomForestClassifier(n_estimators=100,random_state=100,max_depth=8,max_features=None,n_jobs=-1)",1
"RandomForestClassifier(warm_start=True, **kwargs)",1
"RandomForestClassifier(n_estimators=10, max_depth=10)",1
"RandomForestClassifier(random_state=0, verbose=1, n_estimators=1000)",1
"RandomForestClassifier(n_estimators=feature, oob_score=True, random_state=7112016)",1
"RandomForestClassifier(n_estimators=1000, max_depth=60, n_jobs=2 )",1
"RandomForestClassifier(n_estimators=80,max_depth = 10)",1
"RandomForestClassifier(n_jobs=4, max_features=""log2"", criterion=""entropy"", n_estimators=10, bootstrap=True)",1
"RandomForestClassifier(min_samples_leaf=2, n_estimators=100)",1
"RandomForestClassifier(n_estimators=1000, n_jobs=3)",1
"RandomForestClassifier(n_estimators=10,n_jobs=1,verbose=10)",1
"RandomForestClassifier(n_estimators = n_estimators, max_features = None)",1
"RandomForestClassifier(n_estimators=50, random_state=4141, n_jobs=-1)",1
"RandomForestClassifier(n_estimators=n_estimators, criterion=criterion, min_samples_split=min_samples_split)",1
"RandomForestClassifier(n_estimators=ntrees, n_jobs=2)",1
"RandomForestClassifier(n_estimators=65, criterion='gini', max_depth=5, max_features=0.5,random_state=600)",1
"RandomForestClassifier(n_estimators=max_random_trees, max_features=total_features, n_jobs=4)",1
RandomForestClassifier(n_estimators=128),1
"RandomForestClassifier(max_features='log2', n_estimators=120, random_state=125)",1
"RandomForestClassifier(n_estimators=100,max_depth=80)",1
"RandomForestClassifier(random_state=234, **kwargs)",1
"RandomForestClassifier(n_estimators=n_trees, max_depth=depth)",1
"RandomForestClassifier(n_estimators=100,max_depth=None,min_samples_leaf=5,n_jobs=2, max_features=Xtrain.shape[1]/3,oob_score=False)",1
"RandomForestClassifier(n_estimators=10000, random_state=0, n_jobs=-1 )",1
"RandomForestClassifier(n_estimators=n_estimators, n_jobs=n_procs)",1
"RandomForestClassifier(n_estimators=100, max_features=1.0/3, n_jobs=10, max_depth=None, min_samples_split=5, random_state=0)",1
RandomForestClassifier(n_estimators= 500),1
"RandomForestClassifier(n_estimators=512, max_depth=8, n_jobs=-1)",1
"RandomForestClassifier(n_jobs=-1, random_state=192)",1
"RandomForestClassifier(n_estimators = estimators, max_features = int(math.sqrt(features)",1
"RandomForestClassifier(SklModel, RandomForestModel)",1
RandomForestClassifier(n_estimators = 250),1
RandomForestClassifier(n_estimators = self.n_trees),1
"RandomForestClassifier(n_jobs=-1, random_state=2016, verbose=1)",1
"RandomForestClassifier(n_estimators=16,  max_depth=3, random_state=102)",1
"RandomForestClassifier(min_samples_leaf=10, min_samples_split=10)",1
"RandomForestClassifier(n_estimators = 1024, criterion = 'entropy', n_jobs = -1)",1
"RandomForestClassifier(SklModel, RandomForest)",1
"RandomForestClassifier(n_estimators=20, n_jobs=self.threadCount)",1
"RandomForestClassifier(max_depth=5, min_samples_split=2)",1
"RandomForestClassifier(n_jobs=self.params['num_jobs'], n_estimators=self.params['num_estimators'])",1
"RandomForestClassifier(n_estimators=300, n_jobs=3)",1
"RandomForestClassifier(n_estimators=10, random_state=1)",1
RandomForestClassifier(random_state=321),1
"RandomForestClassifier(max_features='log2', n_estimators=1000, criterion='gini')",1
"RandomForestClassifier(n_estimators = 150, n_jobs = -1)",1
RandomForestClassifier(n_estimators=RF_ESTIMATORS),1
"RandomForestClassifier(n_estimators=28, criterion='entropy')",1
"RandomForestClassifier(random_state=5, n_jobs=-1, n_estimators=100)",1
"RandomForestClassifier(n_estimators=100, n_jobs=-1, verbose=1)",1
"RandomForestClassifier(n_estimators=100, oob_score=True)",1
"RandomForestClassifier(n_estimators=20*8, n_jobs=8, **params)",1
RandomForestClassifier(random_state=rng),1
"RandomForestClassifier(n_estimators=50, max_depth=700)",1
"RandomForestClassifier(n_estimators = 100, criterion = ""entropy"", n_jobs = -1)",1
"RandomForestClassifier(n_estimators=200, oob_score=True)",1
"RandomForestClassifier(n_estimators=10, criterion='entropy', random_state=0)",1
RandomForestClassifier(**rf_config),1
"RandomForestClassifier(n_jobs=4, n_estimators=20)",1
"RandomForestClassifier(n_estimators=52, max_depth=None)",1
"RandomForestClassifier(n_estimators=50,n_jobs=-1, random_state = 0)",1
"RandomForestClassifier(n_estimators=800, n_jobs=-1)",1
"RandomForestClassifier(n_estimators=100, n_jobs=-1, class_weight='auto', random_state=21)",1
"RandomForestClassifier(random_state=1, n_estimators=500, n_jobs=1, min_samples_leaf=3)",1
"RandomForestClassifier(n_estimators=50,max_depth=2,min_samples_split=7,class_weight='balanced',max_features='auto')",1
"RandomForestClassifier(n_estimators=100, min_samples_split=17)",1
"RandomForestClassifier(max_depth=None, min_samples_split=1, random_state=None)",1
"RandomForestClassifier(n_estimators=500, class_weight=""balanced"")",1
RandomForestClassifier(**clf_params),1
"RandomForestClassifier(n_estimators = 1000, max_depth = None)",1
"RandomForestClassifier(n_estimators=100,random_state=571,max_features=8,max_depth=13,n_jobs=1)",1
"RandomForestClassifier(n_estimators=80, n_jobs=4)",1
RandomForestClassifier(Learner),1
"RandomForestClassifier(random_state=1, criterion = 'gini', n_estimators=500)",1
"RandomForestClassifier(n_estimators=1, max_depth=5, max_features=None, bootstrap=False)",1
RandomForestClassifier(n_estimators = 1000),1
"RandomForestClassifier(n_estimators=1000, oob_score=True, n_jobs=2)",1
RandomForestClassifier(**cls_kwargs),1
"RandomForestClassifier(n_estimators=100, max_depth=3)",1
"RandomForestClassifier(n_estimators=10, n_jobs=8, random_state=42)",1
"RandomForestClassifier(random_state=42, n_jobs=-1)",1
RandomForestClassifier(n_estimators=3),1
RandomForestClassifier(max_depth=C),1
"RandomForestClassifier(random_state=1,n_estimators=10,min_samples_split=2,min_samples_leaf=1)",1
"RandomForestClassifier(10, ""entropy"", None)",1
RandomForestClassifier(n_estimators = 2000),1
"RandomForestClassifier(n_estimators = 3, bootstrap = False, max_features = max_features)",1
"RandomForestClassifier(random_state=1, n_estimators=150, min_samples_split=8, min_samples_leaf=4)",1
"RandomForestClassifier(n_estimators=500, oob_score=True, n_jobs=njobs)",1
RandomForestClassifier(n_estimators = n_classifiers),1
"RandomForestClassifier(n_estimators=94, max_depth=25,min_samples_split=2, random_state=0)",1
"RandomForestClassifier(n_estimators=1000, verbose=2)",1
"RandomForestClassifier(n_estimators=estimator, max_features=features, oob_score=True)",1
RandomForestClassifier(n_estimators=opts.numtrees),1
"RandomForestClassifier(n_estimators=100, n_jobs=1)",1
"RandomForestClassifier(n_jobs=-1, n_estimators=50, min_samples_split=12, max_features='auto')",1
"RandomForestClassifier(n_estimators=1, max_features=tree_features)",1
"RandomForestClassifier(n_estimators=500, verbose=2, n_jobs=1, min_samples_split=30, random_state=1, compute_importances=True)",1
"RandomForestClassifier(random_state=0, n_estimators=80, class_weight='auto')",1
